id;region;year;type;availability_constant;conversion_factor_iip_coke;conversion_factor_iip_heat_high_other;conversion_factor_pri_biomass_stemwood;conversion_factor_pri_coal;conversion_factor_pri_waste_municipal_bio;conversion_factor_sec_elec_ind;conversion_factor_sec_heating_oil;conversion_factor_sec_heavy_fuel_oil;conversion_factor_sec_hydrogen;conversion_factor_sec_lpg;conversion_factor_sec_methane;conversion_factor_iip_heat_proc;conversion_factor_iip_machine_drive;conversion_factor_iip_steam;conversion_factor_iip_ict;conversion_factor_iip_cooling;conversion_factor_sec_heat_district_high_ind;conversion_factor_iip_pump_fans_compression;conversion_factor_iip_lighting;conversion_factor_iip_heat_kiln;conversion_factor_pri_envir_heat;conversion_factor_pri_geoth_heat;conversion_factor_pri_solar_radiation;conversion_factor_exo_other_ind;conversion_factor_iip_electro_chemicals;cost_fix_p;cost_inv_p;cost_fix_e;cost_inv_e;lifetime;cost_var_e;flow_share_max_sec_hydrogen;capacity_p_inst_0;capacity_p_abs_new_max;capacity_e_inst_0;capacity_e_abs_new_max;ef_iip_coke_emi_co2_f_ind;ef_iip_coke_emi_ch4_f_ind;ef_iip_coke_emi_n2o_f_ind;ef_pri_biomass_stemwood_emi_co2_f_ind;ef_pri_biomass_stemwood_emi_ch4_f_ind;ef_pri_biomass_stemwood_emi_n2o_f_ind;ef_pri_coal_emi_co2_f_ind;ef_pri_coal_emi_ch4_f_ind;ef_pri_coal_emi_n2o_f_ind;ef_pri_waste_municipal_bio_emi_co2_f_ind;ef_pri_waste_municipal_bio_emi_ch4_f_ind;ef_pri_waste_municipal_bio_emi_n2o_f_ind;ef_sec_heating_oil_emi_co2_f_ind;ef_sec_heating_oil_emi_ch4_f_ind;ef_sec_heating_oil_emi_n2o_f_ind;ef_sec_heavy_fuel_oil_emi_co2_f_ind;ef_sec_heavy_fuel_oil_emi_ch4_f_ind;ef_sec_heavy_fuel_oil_emi_n2o_f_ind;ef_sec_lpg_emi_co2_f_ind;ef_sec_lpg_emi_ch4_f_ind;ef_sec_lpg_emi_n2o_f_ind;ef_sec_methane_emi_co2_f_ind;ef_sec_methane_emi_ch4_f_ind;ef_sec_methane_emi_n2o_f_ind;bandwidth_type;version;method;source;comment
88;DE;2021;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.849536162;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;0;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
89;DE;2024;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.880426;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
90;DE;2027;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.928588156;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
91;DE;2030;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.962255584;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
92;DE;2035;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.99080382;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
93;DE;2040;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.999494962;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
94;DE;2045;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;1.042678252;;;;;;;;;;;;;;53.9;825.3333333;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
95;DE;2050;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.896290789;;;;;;;;;;;;;;53.9;463.6666667;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
96;DE;2060;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.896290789;;;;;;;;;;;;;;53.9;463.6666667;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
97;DE;2070;ind_other_heat_proc_bio_1;85;;;1;;;;;;;;;0.896290789;;;;;;;;;;;;;;53.9;463.6666667;;;30;;;;;;;;;;global_emission_factors.waste_wood_wood_scraps_industry;0.0018;0.001460838;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
98;DE;2021;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.017483444;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
99;DE;2024;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.015674812;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
100;DE;2027;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.013866179;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
101;DE;2030;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.012057547;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
102;DE;2035;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.009043161;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
103;DE;2040;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.006028774;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
104;DE;2045;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0.003014387;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
105;DE;2050;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
106;DE;2060;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
107;DE;2070;ind_other_heat_proc_coal_0;100;;;;1;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;;;0;0;;;;;;;global_emission_factors.raw_hard_coal_power_stations_industry;0.003921759;0.003570558;;;;;;;;;;;;;;;;;srd_point_draft;;;
108;DE;2021;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.007055954;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
109;DE;2024;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.006326027;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
110;DE;2027;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.005596101;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
111;DE;2030;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.004866175;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
112;DE;2035;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.003649631;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
113;DE;2040;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.002433087;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
114;DE;2045;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.001216544;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
115;DE;2050;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
116;DE;2060;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
117;DE;2070;ind_other_heat_proc_coke_0;100;1;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;global_emission_factors.hard_coal_coke;0.003921759;0.000325312;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
118;DE;2021;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;0.919963201;;;;;;;;;;;;;;10;204;;;30;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
119;DE;2024;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;0.988317659;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
120;DE;2027;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.040302247;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
121;DE;2030;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.098407387;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
122;DE;2035;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.129324436;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
123;DE;2040;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.162032412;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
124;DE;2045;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.162032412;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
125;DE;2050;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.234567901;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
126;DE;2060;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.234567901;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
127;DE;2070;ind_other_heat_proc_elec_1;85;;;;;;1;;;;;;1.234567901;;;;;;;;;;;;;;10;204;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
128;DE;2021;ind_other_heat_proc_gas_0;90;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;0;2.068058524;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
129;DE;2024;ind_other_heat_proc_gas_0;80;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;0;1.854121435;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
130;DE;2027;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;0;1.640184346;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
131;DE;2030;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;1.426247258;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
132;DE;2035;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;1.069685443;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
133;DE;2040;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;0.713123629;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
134;DE;2045;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;0.356561814;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
135;DE;2050;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
136;DE;2060;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
137;DE;2070;ind_other_heat_proc_gas_0;70;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;;;;;30;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
138;DE;2021;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
139;DE;2024;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;0;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
140;DE;2027;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;0;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
141;DE;2030;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
142;DE;2035;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
143;DE;2040;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
144;DE;2045;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
145;DE;2050;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
146;DE;2060;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
147;DE;2070;ind_other_heat_proc_gas_1;85;;;;;;;;;1.25;;1.25;1;;;;;;;;;;;;;;12;339;;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;global_emission_factors.natural_gas;0.001202458;0.00057076;;srd_point_draft;;;
148;DE;2030;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
149;DE;2035;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
150;DE;2040;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
151;DE;2045;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
152;DE;2050;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
153;DE;2060;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
154;DE;2070;ind_other_heat_proc_h2_1;85;;;;;;;;;1;;;0.91;;;;;;;;;;;;;;12.6;339;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
155;DE;2021;ind_other_heat_proc_heating_oil_0;90;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.173531911;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
156;DE;2024;ind_other_heat_proc_heating_oil_0;80;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.155580334;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
157;DE;2027;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.137628757;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
158;DE;2030;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.11967718;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
159;DE;2035;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.089757885;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
160;DE;2040;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.05983859;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
161;DE;2045;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0.029919295;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
162;DE;2050;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
163;DE;2060;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
164;DE;2070;ind_other_heat_proc_heating_oil_0;70;;;;;;;1;;;;;0.8;;;;;;;;;;;;;;;;;;30;;;0;0;;;;;;;;;;;;;;;global_emission_factors.light_heating_oil;0.004447404;0.004240345;;;;;;;;;;;srd_point_draft;;;
165;DE;2021;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.268579086;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
166;DE;2024;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.240795043;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
167;DE;2027;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.213010999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
168;DE;2030;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.185226956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
169;DE;2035;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.138920217;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
170;DE;2040;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.092613478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
171;DE;2045;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0.046306739;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
172;DE;2050;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
173;DE;2060;ind_other_heatexchanger_proc_heat_dh_0;100;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;30;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;srd_point_draft;;;
