id;region;year;type;conversion_factor_sec_elec;conversion_factor_sec_diesel;conversion_factor_sec_hydrogen;conversion_factor_sec_ammonia;conversion_factor_sec_ethanol;conversion_factor_exo_rail_long_tkm;conversion_factor_exo_rail_short_tkm;optional_limitations;cost_fix_tra;cost_inv_tra;cost_var_tra;lifetime;market_share_range;mileage;tonnage;wacc;ef_sec_diesel_emi_co2_f_tra;ef_sec_ethanol_emi_co2_f_tra;ef_sec_diesel_emi_ch4_f_tra;ef_sec_diesel_emi_n2o_f_tra;bandwidth_type;version;method;source;comment
1;DE;2021;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
2;DE;2024;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
3;DE;2027;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
4;DE;2030;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
5;DE;2035;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
6;DE;2040;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
7;DE;2045;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
8;DE;2050;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
9;DE;2060;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
10;DE;2070;tra_rail_oev_frei_long_1;1;;;;;13,62;;;0;5066610;;30;;168000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
11;DE;2021;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
12;DE;2024;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
13;DE;2027;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
14;DE;2030;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
15;DE;2035;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
16;DE;2040;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
17;DE;2045;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
18;DE;2050;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
19;DE;2060;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
20;DE;2070;tra_rail_ice_frei_long_diesel_1;;1;;;;6,34;;;0;5421273;;30;93;97000;730;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
21;DE;2021;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
22;DE;2024;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
23;DE;2027;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
24;DE;2030;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
25;DE;2035;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
26;DE;2040;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
27;DE;2045;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
28;DE;2050;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
29;DE;2060;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
30;DE;2070;tra_rail_ice_frei_short_diesel_1;;1;;;;;4,34;;0;3500000;;40;;6250;500;global_scalars.wacc;global_emission_factors.diesel_fuel;;0,87;0,56;;srd_range_draft;{};{};{}
31;DE;2021;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
32;DE;2024;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
33;DE;2027;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
34;DE;2030;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
35;DE;2035;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
36;DE;2040;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
37;DE;2045;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
38;DE;2050;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
39;DE;2060;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
40;DE;2070;tra_rail_ice_frei_long_ethanol_1;;;;;1;6,34;;;0;5421273;;30;;97000;730;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
41;DE;2021;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
42;DE;2024;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
43;DE;2027;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
44;DE;2030;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
45;DE;2035;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
46;DE;2040;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
47;DE;2045;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
48;DE;2050;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
49;DE;2060;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
50;DE;2070;tra_rail_fcev_frei_long_hydrogen_1;;;1;;;7,6;;;63000;8425619;;30;;102000;730;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
51;DE;2021;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
52;DE;2024;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
53;DE;2027;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
54;DE;2030;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
55;DE;2035;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
56;DE;2040;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
57;DE;2045;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
58;DE;2050;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
59;DE;2060;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
60;DE;2070;tra_rail_ice_frei_long_ammonia_1;;;;1;;3,5;;;0;14858847;;10;;102000;416;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
61;DE;2021;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
62;DE;2024;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
63;DE;2027;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
64;DE;2030;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
65;DE;2035;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
66;DE;2040;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
67;DE;2045;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
68;DE;2050;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
69;DE;2060;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
70;DE;2070;tra_rail_ice_frei_short_ethanol_1;;;;;1;;4,34;;0;3500000;;30;;6250;500;global_scalars.wacc;;global_emission_factors.bioethanol;;;;srd_range_draft;{};{};{}
71;DE;2021;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
72;DE;2024;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
73;DE;2027;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
74;DE;2030;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
75;DE;2035;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
76;DE;2040;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
77;DE;2045;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
78;DE;2050;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
79;DE;2060;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
80;DE;2070;tra_rail_fcev_frei_short_hydrogen_1;;;1;;;;5,21;;63000;4400000;;30;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
81;DE;2021;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
82;DE;2024;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
83;DE;2027;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
84;DE;2030;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
85;DE;2035;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
86;DE;2040;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
87;DE;2045;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
88;DE;2050;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
89;DE;2060;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}
90;DE;2070;tra_rail_ice_frei_short_ammonia_1;;;;1;;;4,21;;0;9592944;;10;;6250;500;global_scalars.wacc;;;;;;srd_range_draft;{};{};{}