id;region;year;type;conversion_factor_sec_elec;conversion_factor_sec_diesel;conversion_factor_sec_hydrogen;conversion_factor_exo_rail_long_pkm;conversion_factor_exo_rail_short_pkm;capacity_tra_inst_0;optional_limitations;cost_fix_tra;cost_var_tra;lifetime;mileage;occupancy_rate;wacc;ef_sec_diesel_emi_co2_f_tra;ef_sec_ethanol_emi_co2_f_tra;ef_sec_diesel_emi_ch4_f_tra;ef_sec_diesel_emi_n2o_f_tra;bandwidth_type;version;method;source;comment
17;DE;2045;tra_rail_ice_pass_long_diesel_0;;1.0;;2.18;;6;;0;;30;132416;100;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'own calculation based on, for base year, after linear extrapolation 8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': 'own calculation based on 8DeutscheBahnAG2023', 'occupancy_rate': ''};{'capacity_tra_inst_0': '8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8DeutscheBahnAG2023', 'occupancy_rate': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'occupancy_rate': ''}
18;DE;2050;tra_rail_ice_pass_long_diesel_0;;1.0;;2.18;;0;;0;;30;132416;100;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'own calculation based on, for base year, after linear extrapolation 8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': 'own calculation based on 8DeutscheBahnAG2023', 'occupancy_rate': ''};{'capacity_tra_inst_0': '8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8DeutscheBahnAG2023', 'occupancy_rate': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'occupancy_rate': ''}
19;DE;2060;tra_rail_ice_pass_long_diesel_0;;1.0;;2.18;;0;;0;;30;132416;100;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'own calculation based on, for base year, after linear extrapolation 8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': 'own calculation based on 8DeutscheBahnAG2023', 'occupancy_rate': ''};{'capacity_tra_inst_0': '8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8DeutscheBahnAG2023', 'occupancy_rate': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'occupancy_rate': ''}
20;DE;2070;tra_rail_ice_pass_long_diesel_0;;1.0;;2.18;;0;;0;;30;132416;100;global_scalars.wacc;global_emission_factors.diesel_fuel;;0.87;0.56;;srd_point_draft;{'capacity_tra_inst_0': 'own calculation based on, for base year, after linear extrapolation 8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_diesel': '', 'ef_sec_diesel_emi_ch4_f_tra': '', 'ef_sec_diesel_emi_co2_f_tra': '', 'ef_sec_diesel_emi_n2o_f_tra': '', 'lifetime': '', 'mileage': 'own calculation based on 8DeutscheBahnAG2023', 'occupancy_rate': ''};{'capacity_tra_inst_0': '8DeutscheBahnAG2023', 'conversion_factor_exo_rail_long_pkm': '8Wouter&Pablo2019', 'conversion_factor_sec_diesel': '8Wouter&Pablo2019', 'ef_sec_diesel_emi_ch4_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_co2_f_tra': '8UNFCCC2021', 'ef_sec_diesel_emi_n2o_f_tra': '8UNFCCC2021', 'lifetime': '8Aryanpur&Glynn2020', 'mileage': '8DeutscheBahnAG2023', 'occupancy_rate': '8Wouter&Pablo2019'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_diesel': 'unit:PJ', 'ef_sec_diesel_emi_ch4_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_co2_f_tra': 'unit:t/PJ', 'ef_sec_diesel_emi_n2o_f_tra': 'unit:t/PJ', 'lifetime': '', 'mileage': '', 'occupancy_rate': ''}
21;DE;2021;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
22;DE;2024;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
23;DE;2027;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
24;DE;2030;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
25;DE;2035;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
26;DE;2040;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
27;DE;2045;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;1;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
28;DE;2050;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;0;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
29;DE;2060;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;0;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
30;DE;2070;tra_rail_fcev_pass_long_hydrogen_0;;;1.0;2.44;;0;;63000;;30;102000;100;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '8DeutscheBahnAG2022', 'conversion_factor_exo_rail_long_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Pagenkopfetal2020', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023, 8DLR&DIW2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_long_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': 'adopted from convetional trains', 'occupancy_rate': ''}
31;DE;2021;tra_rail_fcev_pass_short_hydrogen_0;;;1.0;;1.83;41;;63000;;30;26000;67;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Kuder2014', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_short_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'adopted from conventional trains'}
32;DE;2024;tra_rail_fcev_pass_short_hydrogen_0;;;1.0;;1.83;37;;63000;;30;26000;67;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Kuder2014', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_short_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'adopted from conventional trains'}
33;DE;2027;tra_rail_fcev_pass_short_hydrogen_0;;;1.0;;1.83;33;;63000;;30;26000;67;global_scalars.wacc;;;;;;srd_point_draft;{'capacity_tra_inst_0': 'for base year, after linear extrapolation 8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '', 'conversion_factor_sec_hydrogen': '', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'own calculation based on 8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '8LNVGetal2022', 'conversion_factor_exo_rail_short_pkm': '8Kuder2014', 'conversion_factor_sec_hydrogen': '8Kuder2014', 'cost_fix_tra': '8SCIVerkehr2020', 'lifetime': '8Kuder2014', 'mileage': '8Kuder2014', 'occupancy_rate': '8DeutscheBahnAG2023'};{'capacity_tra_inst_0': '', 'conversion_factor_exo_rail_short_pkm': 'unit:BPkm/PJ', 'conversion_factor_sec_hydrogen': 'unit:PJ', 'cost_fix_tra': '', 'lifetime': '', 'mileage': '', 'occupancy_rate': 'adopted from conventional trains'}
